id,dt_tm,lang,retweet,name,body,lat,lon
1046765541547888640,Mon Oct 01 14:15:27 +0000 2018,en,0,Robert_Danning,New Tesla chair must rein in CEO Musk at key moment Read https://t.co/i3D4FnYIi6,,
1046765544467300354,Mon Oct 01 14:15:28 +0000 2018,en,0,JacekWierzbicki,Tesla's high-yield bonds rally along with stock https://t.co/PifLJWW3Ei #news #MKTW,,
1046765548166496257,Mon Oct 01 14:15:29 +0000 2018,en,0,AM2DM,.@RMac18 explains why Elon Musk's tweet about selling Tesla shares at $420 will lose him $20 million and the chairm… https://t.co/La3TUWMI0O,,
1046765562368409600,Mon Oct 01 14:15:32 +0000 2018,en,0,ma_xiaoju,@neonTorpor @lundquist_erik @Tesla Spot on,,
1046765577031888896,Mon Oct 01 14:15:36 +0000 2018,en,0,jolingkent,Tesla stock is surging 16% right now (that is not a typo) on news of the SEC settlement and @elonmusk stepping down… https://t.co/HdlL86QPpL,,
1046765579166613509,Mon Oct 01 14:15:36 +0000 2018,en,1,JerryDTaylor,RT @Teslarati: Tesla Model 3 drive unit production reportedly hits 10k/week amid end-of-Q3 push   https://t.co/iUjVX8eff2,,
1046765580316020737,Mon Oct 01 14:15:36 +0000 2018,en,1,Oyinda_DS,RT @LanceUlanoff: I'm not sure I've ever seen a more dramatic stock chart. #TSLA @Tesla https://t.co/5tpeNH9YEo,,
1046765587416961024,Mon Oct 01 14:15:38 +0000 2018,en,0,teslataxisea,@Teslarati @TeslaMotorsClub @Tesla @evannex_com  This goes to show you’re the best @elonmusk 😎🔌🔋🚙 https://t.co/78xle6UBZo,,
1046765591586066433,Mon Oct 01 14:15:39 +0000 2018,en,1,Everman,RT @AlterViggo: Remember having to text on a dumb phone? Yeah; after getting my Model 3; driving gas cars feels excruciatingly slow and awk…,,
1046765591909068802,Mon Oct 01 14:15:39 +0000 2018,en,1,JesseJude7,RT @elonmusk: Sorry for difficulties delivering your Tesla due to high volume! Critical to show that environmentally sustainable is financi…,,
1046765612796719105,Mon Oct 01 14:15:44 +0000 2018,en,0,SavePrivacyNow,Stocks to Watch: GE; Tesla; Pfizer; Facebook and More - Wall Street Journal https://t.co/RkiGdS3lDc,,
1046765614239551488,Mon Oct 01 14:15:45 +0000 2018,en,0,ezints,Tesla produced a record ~80;000 vehicles in Q3 and deliveries could be even crazier https://t.co/NGiqggQrc3,,
1046765621415956480,Mon Oct 01 14:15:46 +0000 2018,en,1,cimasg,RT @nutanix: Upgrade your node in style. Like from the dashboard of a #Tesla Model X. @Tesla #ModelX #Nutanix https://t.co/z3cTZE3Xet,,
1046765628361601025,Mon Oct 01 14:15:48 +0000 2018,en,0,Daily_TechNews,Tesla Model 3 gets snarlier with new RevoZport 3R kit - Roadshow https://t.co/g6bj9XSTK8,,
1046765629045395456,Mon Oct 01 14:15:48 +0000 2018,en,0,lolafolagbade,@Tesla @edubridge_ng @Nairametrics @aleeyutemmy_ @dotun_dj @Rufyb @SeunEsq What comes to your mind when you think o… https://t.co/ICqXF9M90N,,
1046765635055816704,Mon Oct 01 14:15:50 +0000 2018,en,1,JohnEG78,RT @ommanipemahung: 675 miles in the first two days! Love ❤️Love ❤️Love! @tesla @elonmusk #model3 https://t.co/6fehFeJlSv,,
1046765638751080449,Mon Oct 01 14:15:50 +0000 2018,en,1,m_rftr,RT @markets: Shares in Tesla rise more than $50; almost 19%; in pre-market trading https://t.co/dHZ2HFe5KU https://t.co/4PyqE8FG8c,,
1046765642475597824,Mon Oct 01 14:15:51 +0000 2018,en,1,PublicSituation,RT @CornellPress: “Of all things; I liked books best.”  ― Nikola Tesla #MondayMorning #MondayMotivation #bookmarketing #books 🙃,,
1046765643066793984,Mon Oct 01 14:15:51 +0000 2018,en,1,JerryDTaylor,RT @Teslarati: The video quality of Tesla's built-in Dashcam for Software V9 is very impressive.  https://t.co/H1b7XhYxVg https://t.co/UIJd…,,
1046765647039016961,Mon Oct 01 14:15:52 +0000 2018,en,1,coulousbzh,RT @fxmacro: GE SHARES REBOUND 16% TO HIGHEST LEVEL IN ALMOST TWO MONTHS TESLA SOARS 16%; ERASING FRIDAY LOSS; AS MUSK SETTLES WITH SEC 2 b…,,
1046765661471559680,Mon Oct 01 14:15:56 +0000 2018,en,0,hyperbolicluda,@elonmusk I’ve been trying to use credit from 2 solar referrals since April but they aren’t showing up. After 20+ e… https://t.co/Ltwam2YgeT,,
1046765665712046080,Mon Oct 01 14:15:57 +0000 2018,en,1,IcarusGlider,RT @BitcoinBirch: Someone should tell the stock market about BART😂  $TSLA https://t.co/ZK1drm222b,,
1046765666936778752,Mon Oct 01 14:15:57 +0000 2018,en,1,m_rftr,RT @markets: Tesla stock recovers post-SEC losses following Musk deal with regulator https://t.co/dHZ2HFe5KU https://t.co/uU5Xwyaw5T,,
1046765673282777089,Mon Oct 01 14:15:59 +0000 2018,en,0,Elon_Musk_World,New #Tesla chair's challenge: Rein in #ElonMusk at key moment for company https://t.co/jHRNNjPoz1,,
1046765680547303427,Mon Oct 01 14:16:00 +0000 2018,en,1,ArgoNaut_Scorp,RT @TrendSpider: Tesla's weekly long-term support held beautifully through all of this madness... $TSLA https://t.co/DecnEOMFHk,,
1046765681100746755,Mon Oct 01 14:16:00 +0000 2018,en,1,GPEpmx,RT @markets: Tesla stock recovers post-SEC losses following Musk deal with regulator https://t.co/dHZ2HFe5KU https://t.co/uU5Xwyaw5T,,
1046765679704072192,Mon Oct 01 14:16:00 +0000 2018,en,0,Popuk0,He had to resign and isn’t chairman of tesla anymore,,
1046765691007688704,Mon Oct 01 14:16:03 +0000 2018,en,0,mlnangalama,via @PerilofAfrica Tesla; GE Bears Brace for Beating as News Triggers Share Gains https://t.co/J4QRIqVIB7,,
1046765691171270656,Mon Oct 01 14:16:03 +0000 2018,en,0,ronmc1,Tesla; GE Bears Brace for Beating as News Triggers Share Gains https://t.co/6Uxhl2cS4X,,
1046765696019910660,Mon Oct 01 14:16:04 +0000 2018,en,0,stevenacurtis,✔️ Tesla; GE Bears Brace for Beating as News Triggers Share Gains https://t.co/upEpWZNZw7 Via @Bloomberg,,
1046765697877958657,Mon Oct 01 14:16:04 +0000 2018,en,1,pprstrtspcmpy,RT @EcoHeliGuy: 1)Every car Tesla sells is a car not sold by other OEM’s 2)Every $ in revenue is a $ lost by other OEM’s 3)Every Km driven…,,
1046765703259459585,Mon Oct 01 14:16:06 +0000 2018,en,0,alyssablakes,'Tesla Shares Jump After Musk Settles With SEC' by REUTERS via NYT https://t.co/3T3mFCkb0E,,
1046765703666311168,Mon Oct 01 14:16:06 +0000 2018,en,0,Habr_News,Tesla shares jump after Musk settles with SEC — https://t.co/fwZshKSW2j  Follow us ツ #Business #News Business https://t.co/i2ubC8wfBT,,
1046765705691987968,Mon Oct 01 14:16:06 +0000 2018,en,1,JerryDTaylor,RT @Teslarati: Tesla reportedly starts Full Self-Driving beta test program for employees; complete with incentives worth $13;000 https://t.…,,
1046765712356904960,Mon Oct 01 14:16:08 +0000 2018,en,0,Elon_Musk_World,Tesla's high-yield bonds rally along with stock https://t.co/13GkwewYNi https://t.co/LUSw7K3uYF,,
1046765716429369345,Mon Oct 01 14:16:09 +0000 2018,en,0,bdnews24,Tesla; GE Bears Brace for Beating as News Triggers Share Gains https://t.co/lGyaB8GDGE,,
1046765721714413573,Mon Oct 01 14:16:10 +0000 2018,en,1,JohnEG78,RT @scaleoutsavant: So incredibly honored to have @elonmusk sign my brand new #tesla #model3 #Goals #AchievmentUnlocked https://t.co/5jpPvR…,,
1046765735543013376,Mon Oct 01 14:16:13 +0000 2018,en,0,nealboudette,@Bobocr1 @bigsean628 @elonmusk @Tesla Those are important points. How many sales are they pulling forward from Q4?… https://t.co/A53423glyD,,
1046765736776159232,Mon Oct 01 14:16:14 +0000 2018,en,1,DiscoverSelf,RT @KooshaToofan: A remarkable graph. @Tesla is single-handedly pushing the tech &amp; market of #cars into the future. The only measure that #…,,
1046765740785848320,Mon Oct 01 14:16:15 +0000 2018,en,0,sl20707,RT:( @JimCramer): Trade a monster like Tesla through the options market: @Sarge986 https://t.co/wpMu8GoHZ2… https://t.co/LjfhMYieoc,,
1046765744011259905,Mon Oct 01 14:16:15 +0000 2018,en,0,run_lvl,@elonmusk Fortune favors the bold. ;-) A lot of people in germany would love to write automotive history together w… https://t.co/Oj16vmCysd,,
1046765749921107968,Mon Oct 01 14:16:17 +0000 2018,en,1,TheAjebutter,RT @Shawnife_: Bruh! The Tesla Roadster is all shades of beautiful 😍 https://t.co/qfjb2UW7ED,,
1046765751389114368,Mon Oct 01 14:16:17 +0000 2018,en,0,SJ03RDNEWS,Tesla produced 53;000 Model 3s in third quarter: Electrek https://t.co/TgFNmoNudr,,
1046765751431045121,Mon Oct 01 14:16:17 +0000 2018,en,0,Amiee123,Tesla braces for uncertainty as Elon Musk’s role shifts https://t.co/km7eAeZ1BD via @WSJ,,
1046765751753986048,Mon Oct 01 14:16:17 +0000 2018,en,0,SoshulMeedia,Elon Musk turns to army of Tesla volunteers to hit targets https://t.co/HCZCrnll4Z #socialmedia https://t.co/aSyAFkGQ9G,,
1046765754232623107,Mon Oct 01 14:16:18 +0000 2018,en,1,pprstrtspcmpy,RT @EcoHeliGuy: @UnRealBonthu @ValueAnalyst1 Thats their predicted date. I think shorts will start to hit the snooze button sooner though.…,,
1046765759752540160,Mon Oct 01 14:16:19 +0000 2018,en,1,fud_iv,RT @ad8871: 1/ Oct 1 thread for all the $TSLA folks with nothing to do after EOQ. Look at this excerpt from 2013; Tesla shut down factory t…,,
1046765764928307200,Mon Oct 01 14:16:20 +0000 2018,en,0,Elon_Musk_World,#ElonMusk turns to #Army of #Tesla volunteers to hit targets https://t.co/nmDoJK3WBE,,
1046765764831838208,Mon Oct 01 14:16:20 +0000 2018,en,1,AngelNDevil2,RT @InsideEVs: We hear the term “disruption” a lot in connection with Tesla. There’s no question that a wave of disruption is beginning to…,,
1046765769613365248,Mon Oct 01 14:16:22 +0000 2018,en,0,firstpitchvc,Tesla produced 53;000 Model 3s in third quarter: Electrek,,
1046765769344921600,Mon Oct 01 14:16:22 +0000 2018,en,1,MattMillerCubed,RT @GerberKawasaki: Awesome job @elonmusk and the Tesla team! We knew you could do it! You just beat the record for annual #EV production i…,,
1046765769617559553,Mon Oct 01 14:16:22 +0000 2018,en,1,chadgoodwin_,RT @christinelove: Is this tweet now the most expensive weed joke in all of history https://t.co/MOiEPzHwI9,,
1046765772305981440,Mon Oct 01 14:16:22 +0000 2018,en,0,NZEhomes,South Australia's Tesla battery on track to make back a third of cost in a year https://t.co/40oYzY3xaw,,
1046765777678999553,Mon Oct 01 14:16:24 +0000 2018,en,1,AAZolotkov,RT @dw_business: Can German electric cars become a problem for #Tesla? 🚗🔌 https://t.co/QY75TKMcDg,,
1046765781223186434,Mon Oct 01 14:16:24 +0000 2018,en,1,buddyzle,RT @Altimor: At $20mm; is this the most expensive tweet in history? 63 characters; $317;460 per keystroke. https://t.co/RL9OtAsAdM,,
1046765782045249536,Mon Oct 01 14:16:25 +0000 2018,en,0,Shuttlecock,10 things in tech you need to know today https://t.co/bsjSPLEHzh #elonmusk #tech #technology #tesla,,
1046765793952903170,Mon Oct 01 14:16:27 +0000 2018,en,1,ShallowShan_,RT @ASVPbasquiat: Them Tesla’s be lookin like straight drop 🍚,,
1046765796591104000,Mon Oct 01 14:16:28 +0000 2018,en,1,OzderBerna,RT @CCTV: Elon Musk; CEO of U.S. electric automaker Tesla Inc.; will step down as chairman of the Tesla Board of Directors; and he and the…,,
